NP_006752.1	NM_006761.4	1433E_HUMAN	P62258-1
XP_006711514.1	XM_006711451.3	ASH1L_HUMAN	Q9NR48-2
XP_016857273.1	XM_017001784.1	ASH1L_HUMAN	Q9NR48-2
XP_016857274.1	XM_017001785.1	ASH1L_HUMAN	Q9NR48-2
NP_001108070.1	NM_001114598.1	ASPD_HUMAN	A6ND91-1
NP_001019827.2	NM_001024656.2	ASPD_HUMAN	A6ND91-2
NP_001275536.1	NM_001288607.1	ATL4_HUMAN	Q6UY14-1
NP_061905.2	NM_019032.5	ATL4_HUMAN	Q6UY14-1
NP_001275537.1	NM_001288608.1	ATL4_HUMAN	Q6UY14-3
XP_011507950.1	XM_011509648.2	ATL4_HUMAN	Q6UY14-3
XP_016856995.1	XM_017001506.1	ATL4_HUMAN	Q6UY14-3
NP_079284.2	NM_025008.4	ATL4_HUMAN	Q6UY14-2
NP_001129145.1	NM_001135673.3	ATLA2_HUMAN	Q8NHH9-1
NP_001317389.1	NM_001330460.1	ATLA2_HUMAN	Q8NHH9-1
NP_001317387.1	NM_001330458.1	ATLA2_HUMAN	Q8NHH9-3
NP_071769.2	NM_022374.4	ATLA2_HUMAN	Q8NHH9-2
NP_001295005.1	NM_001308076.1	ATLA2_HUMAN	Q8NHH9-5
NP_001317388.1	NM_001330459.1	ATLA2_HUMAN	Q8NHH9-4
NP_000696.1	NM_000705.3	ATP4B_HUMAN	P51164-1
NP_663729.1	NM_145691.3	ATPF2_HUMAN	Q8N5M1-1
NP_001311440.1	NM_001324511.1	ATS12_HUMAN	P58397-1
NP_112217.2	NM_030955.3	ATS12_HUMAN	P58397-1
NP_001311441.1	NM_001324512.1	ATS12_HUMAN	P58397-3
NP_620687.2	NM_139056.3	ATS16_HUMAN	Q8TE57-1
NP_598377.4	NM_133638.4	ATS19_HUMAN	Q8TE59-1
NP_922932.2	NM_197941.3	ATS6_HUMAN	Q9UKP5-1
XP_011541415.1	XM_011543113.2	ATS6_HUMAN	Q9UKP5-1
XP_011541416.1	XM_011543114.2	ATS6_HUMAN	Q9UKP5-1
NP_008968.4	NM_007037.5	ATS8_HUMAN	Q9UP79-1
NP_000344.1	NM_000353.2	ATTY_HUMAN	P17735-1
NP_001664.3	NM_001673.4	ASNS_HUMAN	P08243-1
NP_597680.2	NM_133436.3	ASNS_HUMAN	P08243-1
NP_899199.2	NM_183356.3	ASNS_HUMAN	P08243-1
NP_001171547.1	NM_001178076.1	ASNS_HUMAN	P08243-3
NP_001171548.1	NM_001178077.1	ASNS_HUMAN	P08243-3
NP_001171546.1	NM_001178075.1	ASNS_HUMAN	P08243-2
NP_076988.1	NM_024083.3	ASPC1_HUMAN	Q9BZE9-1
NP_001317457.1	NM_001330528.1	ASPC1_HUMAN	Q9BZE9-3
NP_001238817.1	NM_001251888.1	ASPC1_HUMAN	Q9BZE9-2
NP_001317198.1	NM_001330269.1	AT5G2_HUMAN	Q06055-1
NP_005167.2	NM_005176.5	AT5G2_HUMAN	Q06055-1
NP_001002031.1	NM_001002031.2	AT5G2_HUMAN	Q06055-3
XP_016874950.1	XM_017019461.1	AT5G2_HUMAN	Q06055-3
XP_016874949.1	XM_017019460.1	AT5G2_HUMAN	Q06055-2
NP_001124500.1	NM_001131028.1	ATG10_HUMAN	Q9H0Y0-1
NP_113670.1	NM_031482.4	ATG10_HUMAN	Q9H0Y0-1
XP_005248667.1	XM_005248610.4	ATG10_HUMAN	Q9H0Y0-1
XP_005248668.1	XM_005248611.4	ATG10_HUMAN	Q9H0Y0-1
NP_004698.3	NM_004707.3	ATG12_HUMAN	O94817-1
NP_001264712.1	NM_001277783.1	ATG12_HUMAN	O94817-4
NP_116241.2	NM_032852.3	ATG4C_HUMAN	Q96DT6-1
NP_835739.1	NM_178221.2	ATG4C_HUMAN	Q96DT6-1
XP_005271345.1	XM_005271288.2	ATG4C_HUMAN	Q96DT6-1
NP_001273035.1	NM_001286106.1	ATG5_HUMAN	Q9H1Y0-1
NP_001273037.1	NM_001286108.1	ATG5_HUMAN	Q9H1Y0-1
NP_001273040.1	NM_001286111.1	ATG5_HUMAN	Q9H1Y0-1
NP_004840.1	NM_004849.3	ATG5_HUMAN	Q9H1Y0-1
NP_001273036.1	NM_001286107.1	ATG5_HUMAN	Q9H1Y0-2
NP_009031.1	NM_007100.3	ATP5I_HUMAN	P56385-1
YP_003024031.1	NC_012920.1	ATP6_HUMAN	P00846-1
NP_060624.1	NM_018154.2	ASF1B_HUMAN	Q9NVP2-1
NP_001662.1	NM_001671.4	ASGR1_HUMAN	P07306-1
XP_011522163.1	XM_011523861.2	ASGR1_HUMAN	P07306-1
NP_001184145.1	NM_001197216.2	ASGR1_HUMAN	P07306-2
NP_004760.1	NM_004769.3	ASIC3_HUMAN	Q9UHC3-1
NP_064717.1	NM_020321.3	ASIC3_HUMAN	Q9UHC3-3
NP_064718.1	NM_020322.3	ASIC3_HUMAN	Q9UHC3-2
NP_001663.2	NM_001672.2	ASIP_HUMAN	P42127-1
XP_011527122.1	XM_011528820.2	ASIP_HUMAN	P42127-1
XP_011527123.1	XM_011528821.1	ASIP_HUMAN	P42127-1
NP_000018.2	NM_000027.3	ASPG_HUMAN	P20933-1
NP_001165459.1	NM_001171988.1	ASPG_HUMAN	P20933-1
NP_065170.2	NM_020437.4	ASPH2_HUMAN	Q6ICH7-1
NP_001135919.1	NM_001142447.2	AT1B4_HUMAN	Q9UN42-1
NP_036201.1	NM_012069.4	AT1B4_HUMAN	Q9UN42-2
NP_001001344.1	NM_001001344.2	AT2B3_HUMAN	Q16720-1
XP_005274747.1	XM_005274690.3	AT2B3_HUMAN	Q16720-1
NP_068768.2	NM_021949.3	AT2B3_HUMAN	Q16720-2
XP_005274749.1	XM_005274692.3	AT2B3_HUMAN	Q16720-2
XP_005274748.1	XM_005274691.3	AT2B3_HUMAN	Q16720-4
YP_003024030.1	NC_012920.1	ATP8_HUMAN	P03928-1
NP_065776.1	NM_020725.1	AT7L1_HUMAN	Q9ULK2-1
XP_011514242.1	XM_011515940.1	AT7L1_HUMAN	Q9ULK2-1
NP_612504.1	NM_138495.1	AT7L1_HUMAN	Q9ULK2-3
NP_689962.1	NM_152749.3	AT7L1_HUMAN	Q9ULK2-2
XP_011514256.1	XM_011515954.2	AT7L1_HUMAN	Q9ULK2-2
NP_001002258.1	NM_001002258.4	AT5G3_HUMAN	P48201-1
NP_001680.1	NM_001689.4	AT5G3_HUMAN	P48201-1
XP_005245412.1	XM_005245355.2	AT8B2_HUMAN	P98198-1
NP_065185.1	NM_020452.3	AT8B2_HUMAN	P98198-3
NP_001005855.1	NM_001005855.1	AT8B2_HUMAN	P98198-4
NP_079113.2	NM_024837.3	AT8B4_HUMAN	Q8TF62-1
XP_016878081.1	XM_017022592.1	AT8B4_HUMAN	Q8TF62-1
NP_001308896.1	NM_001321967.1	ATAD1_HUMAN	Q8NBU5-1
NP_116199.2	NM_032810.3	ATAD1_HUMAN	Q8NBU5-1
XP_005270309.1	XM_005270252.4	ATAD1_HUMAN	Q8NBU5-1
XP_016872336.1	XM_017016847.1	ATAD1_HUMAN	Q8NBU5-1
NP_114127.3	NM_031921.5	ATD3B_HUMAN	Q5T9A4-1
NP_001304167.1	NM_001317238.1	ATD3B_HUMAN	Q5T9A4-3
NP_031374.2	NM_007348.3	ATF6A_HUMAN	P18850-1
NP_001136145.1	NM_001142673.2	ATG13_HUMAN	O75143-1
NP_001192049.1	NM_001205120.1	ATG13_HUMAN	O75143-1
NP_001333248.1	NM_001346319.1	ATG13_HUMAN	O75143-1
NP_001333249.1	NM_001346320.1	ATG13_HUMAN	O75143-1
NP_001333250.1	NM_001346321.1	ATG13_HUMAN	O75143-1
NP_001333251.1	NM_001346322.1	ATG13_HUMAN	O75143-1
NP_001333252.1	NM_001346323.1	ATG13_HUMAN	O75143-1
NP_001333253.1	NM_001346324.1	ATG13_HUMAN	O75143-1
NP_001333254.1	NM_001346325.1	ATG13_HUMAN	O75143-1
NP_001333255.1	NM_001346326.1	ATG13_HUMAN	O75143-1
NP_001333256.1	NM_001346327.1	ATG13_HUMAN	O75143-1
NP_001333257.1	NM_001346328.1	ATG13_HUMAN	O75143-1
NP_001333258.1	NM_001346329.1	ATG13_HUMAN	O75143-1
NP_001333259.1	NM_001346330.1	ATG13_HUMAN	O75143-1
NP_001333260.1	NM_001346331.1	ATG13_HUMAN	O75143-1
NP_001333261.1	NM_001346332.1	ATG13_HUMAN	O75143-1
XP_016874092.1	XM_017018603.1	ATG13_HUMAN	O75143-1
XP_016874096.1	XM_017018607.1	ATG13_HUMAN	O75143-1
NP_001192050.1	NM_001205121.1	ATG13_HUMAN	O75143-2
NP_001333271.1	NM_001346342.1	ATG13_HUMAN	O75143-2
NP_001333273.1	NM_001346344.1	ATG13_HUMAN	O75143-2
NP_001333275.1	NM_001346346.1	ATG13_HUMAN	O75143-2
NP_001333277.1	NM_001346348.1	ATG13_HUMAN	O75143-2
NP_001333278.1	NM_001346349.1	ATG13_HUMAN	O75143-2
NP_001333279.1	NM_001346350.1	ATG13_HUMAN	O75143-2
NP_001333280.1	NM_001346351.1	ATG13_HUMAN	O75143-2
NP_001333281.1	NM_001346352.1	ATG13_HUMAN	O75143-2
NP_001333282.1	NM_001346353.1	ATG13_HUMAN	O75143-2
NP_001333283.1	NM_001346354.1	ATG13_HUMAN	O75143-2
NP_055556.2	NM_014741.4	ATG13_HUMAN	O75143-2
NP_001192048.1	NM_001205119.1	ATG13_HUMAN	O75143-5
NP_001333240.1	NM_001346311.1	ATG13_HUMAN	O75143-5
NP_001333241.1	NM_001346312.1	ATG13_HUMAN	O75143-5
NP_001333242.1	NM_001346313.1	ATG13_HUMAN	O75143-5
NP_001333243.1	NM_001346314.1	ATG13_HUMAN	O75143-5
NP_001333244.1	NM_001346315.1	ATG13_HUMAN	O75143-5
NP_001333245.1	NM_001346316.1	ATG13_HUMAN	O75143-5
XP_005253322.1	XM_005253265.2	ATG13_HUMAN	O75143-5
XP_005253323.1	XM_005253266.2	ATG13_HUMAN	O75143-5
XP_005253325.1	XM_005253268.2	ATG13_HUMAN	O75143-5
XP_006718459.1	XM_006718396.2	ATG13_HUMAN	O75143-5
XP_011518795.1	XM_011520493.1	ATG13_HUMAN	O75143-5
XP_011518798.1	XM_011520496.2	ATG13_HUMAN	O75143-5
XP_011518801.1	XM_011520499.2	ATG13_HUMAN	O75143-5
XP_016874088.1	XM_017018599.1	ATG13_HUMAN	O75143-5
NP_001192051.1	NM_001205122.1	ATG13_HUMAN	O75143-4
NP_055919.2	NM_015104.2	ATG2A_HUMAN	Q2TAZ0-1
XP_011543165.1	XM_011544863.2	ATG2A_HUMAN	Q2TAZ0-3
NP_071933.2	NM_022488.4	ATG3_HUMAN	Q9NT62-1
NP_001265641.1	NM_001278712.1	ATG3_HUMAN	Q9NT62-2
NP_001307337.1	NM_001320408.1	ATP23_HUMAN	Q9Y6H3-1
NP_001307338.1	NM_001320409.1	ATP23_HUMAN	Q9Y6H3-1
NP_001307339.1	NM_001320410.1	ATP23_HUMAN	Q9Y6H3-1
NP_150592.1	NM_033276.3	ATP23_HUMAN	Q9Y6H3-1
NP_001003696.1	NM_001003696.1	ATP5J_HUMAN	P18859-1
NP_001003697.1	NM_001003697.1	ATP5J_HUMAN	P18859-1
NP_001003703.1	NM_001003703.1	ATP5J_HUMAN	P18859-1
NP_001307195.1	NM_001320266.1	ATP5J_HUMAN	P18859-1
NP_001307196.1	NM_001320267.1	ATP5J_HUMAN	P18859-1
NP_001676.2	NM_001685.4	ATP5J_HUMAN	P18859-1
NP_001003701.1	NM_001003701.1	ATP5J_HUMAN	P18859-2
NP_001003803.1	NM_001003803.2	ATP5S_HUMAN	Q99766-1
NP_001003805.1	NM_001003805.2	ATP5S_HUMAN	Q99766-3
NP_056499.2	NM_015684.3	ATP5S_HUMAN	Q99766-2
XP_011534958.1	XM_011536656.2	ATP5S_HUMAN	Q99766-2
NP_000043.4	NM_000052.6	ATP7A_HUMAN	Q04656-1
NP_001269153.1	NM_001282224.1	ATP7A_HUMAN	Q04656-1
NP_000044.2	NM_000053.3	ATP7B_HUMAN	P35670-1
NP_001317507.1	NM_001330578.1	ATP7B_HUMAN	P35670-1
NP_001317508.1	NM_001330579.1	ATP7B_HUMAN	P35670-1
XP_005266487.1	XM_005266430.4	ATP7B_HUMAN	P35670-1
NP_001230111.1	NM_001243182.1	ATP7B_HUMAN	P35670-3
NP_055875.1	NM_015060.2	AVL9_HUMAN	Q8NBF6-1
NP_619532.1	NM_138626.3	B2L11_HUMAN	O43521-11
NP_619530.1	NM_138624.3	B2L11_HUMAN	O43521-10
NP_001191040.1	NM_001204111.1	B2L11_HUMAN	O43521-15
NP_001191038.1	NM_001204109.1	B2L11_HUMAN	O43521-14
NP_996885.1	NM_207002.3	B2L11_HUMAN	O43521-17
NP_001191041.1	NM_001204112.1	B2L11_HUMAN	O43521-16
NP_001191042.1	NM_001204113.1	B2L11_HUMAN	O43521-1
NP_619527.1	NM_138621.4	B2L11_HUMAN	O43521-1
NP_619531.1	NM_138625.3	B2L11_HUMAN	O43521-1
NP_619533.1	NM_138627.3	B2L11_HUMAN	O43521-1
NP_001191035.1	NM_001204106.1	B2L11_HUMAN	O43521-3
NP_006529.1	NM_006538.4	B2L11_HUMAN	O43521-2
NP_619529.1	NM_138623.3	B2L11_HUMAN	O43521-5
NP_619528.1	NM_138622.3	B2L11_HUMAN	O43521-4
NP_001191036.1	NM_001204107.1	B2L11_HUMAN	O43521-7
NP_996886.1	NM_207003.2	B2L11_HUMAN	O43521-6
NP_001191039.1	NM_001204110.1	B2L11_HUMAN	O43521-9
NP_001191037.1	NM_001204108.1	B2L11_HUMAN	O43521-8
NP_001121082.1	NM_001127610.1	BAAT_HUMAN	Q14032-1
NP_001692.1	NM_001701.3	BAAT_HUMAN	Q14032-1
NP_001304324.1	NM_001317395.1	BACD3_HUMAN	Q9H3F6-1
NP_114160.1	NM_031954.4	BACD3_HUMAN	Q9H3F6-1
NP_001304328.1	NM_001317399.1	BACD3_HUMAN	Q9H3F6-2
NP_036237.2	NM_012105.4	BACE2_HUMAN	Q9Y5Z0-1
NP_620477.1	NM_138992.2	BACE2_HUMAN	Q9Y5Z0-3
NP_620476.1	NM_138991.2	BACE2_HUMAN	Q9Y5Z0-2
NP_001137457.1	NM_001143985.1	BAF_HUMAN	O75531-1
NP_003851.1	NM_003860.3	BAF_HUMAN	O75531-1
XP_016874003.1	XM_017018514.1	BAF_HUMAN	O75531-1
XP_016874004.1	XM_017018515.1	BAF_HUMAN	O75531-1
NP_004314.5	NM_004323.5	BAG1_HUMAN	Q99933-1
NP_001165886.1	NM_001172415.1	BAG1_HUMAN	Q99933-4
NP_001136040.1	NM_001142568.2	BBX_HUMAN	Q8WY36-1
XP_005247699.1	XM_005247642.3	BBX_HUMAN	Q8WY36-1
XP_005247700.1	XM_005247643.3	BBX_HUMAN	Q8WY36-1
XP_005247701.1	XM_005247644.3	BBX_HUMAN	Q8WY36-1
XP_011511302.1	XM_011513000.1	BBX_HUMAN	Q8WY36-1
XP_011511303.1	XM_011513001.1	BBX_HUMAN	Q8WY36-1
XP_016862370.1	XM_017006881.1	BBX_HUMAN	Q8WY36-1
NP_001263215.1	NM_001276286.1	BBX_HUMAN	Q8WY36-3
NP_064620.2	NM_020235.6	BBX_HUMAN	Q8WY36-2
XP_011511306.1	XM_011513004.2	BBX_HUMAN	Q8WY36-2
XP_016862371.1	XM_017006882.1	BBX_HUMAN	Q8WY36-2
NP_001269166.1	NM_001282237.1	BC11B_HUMAN	Q9C0K0-1
NP_001269167.1	NM_001282238.1	BC11B_HUMAN	Q9C0K0-1
NP_612808.1	NM_138576.3	BC11B_HUMAN	Q9C0K0-1
NP_075049.1	NM_022898.2	BC11B_HUMAN	Q9C0K0-2
NP_001010974.1	NM_001010974.2	BCAS4_HUMAN	Q8TDM0-1
NP_060313.3	NM_017843.4	BCAS4_HUMAN	Q8TDM0-1
NP_942094.2	NM_198799.3	BCAS4_HUMAN	Q8TDM0-3
XP_011527189.1	XM_011528887.2	BCAS4_HUMAN	Q8TDM0-3
NP_000624.2	NM_000633.2	BCL2_HUMAN	P10415-1
NP_000648.2	NM_000657.2	BCL2_HUMAN	P10415-2
NP_004756.2	NM_004765.3	BCL7C_HUMAN	Q8WUZ0-1
NP_001273455.1	NM_001286526.1	BCL7C_HUMAN	Q8WUZ0-2
NP_872363.1	NM_182557.2	BCL9L_HUMAN	Q86UU0-1
XP_005271568.1	XM_005271511.2	BCL9L_HUMAN	Q86UU0-1
XP_006718878.1	XM_006718815.2	BCL9L_HUMAN	Q86UU0-1
NP_695006.1	NM_153274.2	BEST4_HUMAN	Q8NFU0-1
XP_016856511.1	XM_017001022.1	BEST4_HUMAN	Q8NFU0-1
XP_016856512.1	XM_017001023.1	BEST4_HUMAN	Q8NFU0-1
NP_060946.3	NM_018476.3	BEX1_HUMAN	Q9HBH7-1
NP_001001975.1	NM_001001975.1	ATPD_HUMAN	P30049-1
NP_001678.1	NM_001687.4	ATPD_HUMAN	P30049-1
NP_001688.1	NM_001697.2	ATPO_HUMAN	P48047-1
NP_001193976.1	NM_001207047.2	ATRN_HUMAN	O75882-1
NP_001310261.1	NM_001323332.1	ATRN_HUMAN	O75882-1
NP_647537.1	NM_139321.2	ATRN_HUMAN	O75882-1
NP_647538.1	NM_139322.3	ATRN_HUMAN	O75882-2
NP_068378.2	NM_021732.2	AVPI1_HUMAN	Q5T686-1
XP_016871983.1	XM_017016494.1	AVPI1_HUMAN	Q5T686-1
NP_001097.2	NM_001106.3	AVR2B_HUMAN	Q13705-1
NP_001013597.1	NM_001013579.2	AWAT1_HUMAN	Q58HT5-1
NP_056962.2	NM_015878.5	AZIN1_HUMAN	O14977-1
NP_680479.1	NM_148174.3	AZIN1_HUMAN	O14977-1
XP_011515428.1	XM_011517126.1	AZIN1_HUMAN	O14977-1
XP_011515429.1	XM_011517127.1	AZIN1_HUMAN	O14977-1
NP_001010922.1	NM_001010922.2	B2L15_HUMAN	Q5TBC7-1
NP_542780.1	NM_080742.2	B3GA2_HUMAN	Q9NPZ5-1
NP_036332.2	NM_012200.3	B3GA3_HUMAN	O94766-1
NP_001275652.1	NM_001288723.1	B3GA3_HUMAN	O94766-2
NP_919299.3	NM_194318.3	B3GLT_HUMAN	Q6Y288-1
NP_001306004.1	NM_001319075.1	B3GN2_HUMAN	Q9NY97-1
NP_006568.2	NM_006577.5	B3GN2_HUMAN	Q9NY97-1
NP_114436.1	NM_032047.4	B3GN5_HUMAN	Q9BYG0-1
XP_005247880.1	XM_005247823.4	B3GN5_HUMAN	Q9BYG0-1
XP_005247881.1	XM_005247824.3	B3GN5_HUMAN	Q9BYG0-1
XP_005247882.1	XM_005247825.3	B3GN5_HUMAN	Q9BYG0-1
XP_011511527.1	XM_011513225.2	B3GN5_HUMAN	Q9BYG0-1
XP_011511528.1	XM_011513226.2	B3GN5_HUMAN	Q9BYG0-1
XP_011511529.1	XM_011513227.2	B3GN5_HUMAN	Q9BYG0-1
XP_011511530.1	XM_011513228.2	B3GN5_HUMAN	Q9BYG0-1
XP_011511531.1	XM_011513229.2	B3GN5_HUMAN	Q9BYG0-1
XP_016862798.1	XM_017007309.1	B3GN5_HUMAN	Q9BYG0-1
NP_703147.2	NM_153446.2	B4GN2_HUMAN	Q8NHY0-1
NP_001152860.1	NM_001159388.1	B4GN2_HUMAN	Q8NHY0-3
XP_016879662.1	XM_017024173.1	B4GN2_HUMAN	Q8NHY0-3
NP_001152859.1	NM_001159387.1	B4GN2_HUMAN	Q8NHY0-2
NP_001488.2	NM_001497.3	B4GT1_HUMAN	P15291-1
NP_004767.1	NM_004776.3	B4GT5_HUMAN	O43286-1
NP_001316042.1	NM_001329113.1	BABA2_HUMAN	Q9NXR7-1
NP_004890.2	NM_004899.4	BABA2_HUMAN	Q9NXR7-1
NP_001248769.1	NM_001261840.1	BABA2_HUMAN	Q9NXR7-3
NP_001316041.1	NM_001329112.1	BABA2_HUMAN	Q9NXR7-2
NP_954661.1	NM_199191.2	BABA2_HUMAN	Q9NXR7-2
NP_954664.1	NM_199194.2	BABA2_HUMAN	Q9NXR7-2
NP_954662.1	NM_199192.2	BABA2_HUMAN	Q9NXR7-4
NP_954663.1	NM_199193.2	BABA2_HUMAN	Q9NXR7-4
NP_036236.1	NM_012104.4	BACE1_HUMAN	P56817-1
NP_620427.1	NM_138971.3	BACE1_HUMAN	P56817-3
NP_620428.1	NM_138972.3	BACE1_HUMAN	P56817-2
NP_620429.1	NM_138973.3	BACE1_HUMAN	P56817-4
NP_001193978.1	NM_001207049.1	BACE1_HUMAN	P56817-6
NP_004313.1	NM_004322.3	BAD_HUMAN	Q92934-1
NP_116784.1	NM_032989.2	BAD_HUMAN	Q92934-1
NP_872290.1	NM_182484.1	BAGE5_HUMAN	Q86Y27-1
NP_061134.1	NM_018664.2	BATF3_HUMAN	Q9NR55-1
NP_115784.1	NM_032408.3	BAZ1B_HUMAN	Q9UIG0-1
XP_016868262.1	XM_017012773.1	BAZ1B_HUMAN	Q9UIG0-1
NP_038477.2	NM_013449.3	BAZ2A_HUMAN	Q9UIF9-1
NP_001171478.1	NM_001178007.1	BBS12_HUMAN	Q6ZW61-1
NP_689831.2	NM_152618.2	BBS12_HUMAN	Q6ZW61-1
XP_011529982.1	XM_011531680.2	BBS12_HUMAN	Q6ZW61-1
XP_016863320.1	XM_017007831.1	BBS12_HUMAN	Q6ZW61-1
NP_060423.3	NM_017953.3	BCD1_HUMAN	Q9NWK9-1
NP_001164141.1	NM_001170670.1	BCD1_HUMAN	Q9NWK9-2
NP_059125.2	NM_017429.2	BCDO1_HUMAN	Q9HAY6-1
NP_005872.2	NM_005881.3	BCKD_HUMAN	O14874-1
NP_001116429.1	NM_001122957.2	BCKD_HUMAN	O14874-3
NP_001258855.1	NM_001271926.1	BCKD_HUMAN	O14874-2
NP_005169.2	NM_005178.4	BCL3_HUMAN	P20749-1
NP_001124317.1	NM_001130845.1	BCL6_HUMAN	P41182-1
NP_001697.2	NM_001706.4	BCL6_HUMAN	P41182-1
XP_005247751.1	XM_005247694.3	BCL6_HUMAN	P41182-1
NP_001128210.1	NM_001134738.1	BCL6_HUMAN	P41182-2
XP_011511364.1	XM_011513062.2	BCL6_HUMAN	P41182-2
NP_001273755.1	NM_001286826.1	ARRD2_HUMAN	Q8TBH0-1
NP_056498.1	NM_015683.1	ARRD2_HUMAN	Q8TBH0-1
NP_001020775.1	NM_001025604.2	ARRD2_HUMAN	Q8TBH0-2
NP_899232.2	NM_183376.2	ARRD4_HUMAN	Q8NCT1-1
NP_001661.1	NM_001670.2	ARVC_HUMAN	O00192-1
XP_011528482.1	XM_011530180.1	ARVC_HUMAN	O00192-1
XP_006724310.1	XM_006724247.3	ARVC_HUMAN	O00192-2
NP_001172.1	NM_001181.4	ASGR2_HUMAN	P07307-1
NP_001188281.1	NM_001201352.1	ASGR2_HUMAN	P07307-1
NP_550434.1	NM_080912.3	ASGR2_HUMAN	P07307-1
NP_550436.1	NM_080914.2	ASGR2_HUMAN	P07307-1
XP_016880141.1	XM_017024652.1	ASGR2_HUMAN	P07307-1
XP_016880142.1	XM_017024653.1	ASGR2_HUMAN	P07307-1
NP_550435.1	NM_080913.3	ASGR2_HUMAN	P07307-3
XP_005256705.1	XM_005256648.2	ASGR2_HUMAN	P07307-3
XP_006721589.1	XM_006721526.1	ASGR2_HUMAN	P07307-3
XP_016880140.1	XM_017024651.1	ASGR2_HUMAN	P07307-2
NP_004665.2	NM_004674.4	ASH2L_HUMAN	Q9UBL3-1
NP_001098684.1	NM_001105214.2	ASH2L_HUMAN	Q9UBL3-3
NP_001248761.1	NM_001261832.1	ASH2L_HUMAN	Q9UBL3-2
NP_001275879.1	NM_001288950.1	ASTE1_HUMAN	Q2TB18-1
NP_054784.2	NM_014065.3	ASTE1_HUMAN	Q2TB18-1
XP_016861755.1	XM_017006266.1	ASTE1_HUMAN	Q2TB18-2
XP_016861756.1	XM_017006267.1	ASTE1_HUMAN	Q2TB18-2
XP_016861757.1	XM_017006268.1	ASTE1_HUMAN	Q2TB18-2
XP_016861758.1	XM_017006269.1	ASTE1_HUMAN	Q2TB18-2
NP_057229.1	NM_016145.3	ASTER_HUMAN	Q9Y284-1
XP_016882353.1	XM_017026864.1	ASTER_HUMAN	Q9Y284-1
NP_001002036.3	NM_001002036.3	ASTL_HUMAN	Q6HA08-1
NP_054729.3	NM_014010.4	ASTN2_HUMAN	O75129-2
NP_937829.3	NM_198186.3	ASTN2_HUMAN	O75129-4
NP_937831.1	NM_198188.2	ASTN2_HUMAN	O75129-6
NP_060733.4	NM_018263.4	ASXL2_HUMAN	Q76L83-1
NP_001288751.1	NM_001301822.1	ASZ1_HUMAN	Q8WWH4-1
NP_570124.1	NM_130768.2	ASZ1_HUMAN	Q8WWH4-1
NP_001288750.1	NM_001301821.1	ASZ1_HUMAN	Q8WWH4-2
NP_065186.3	NM_020453.3	AT10D_HUMAN	Q9P241-1
NP_065143.2	NM_020410.2	AT131_HUMAN	Q9HD20-1
NP_001670.1	NM_001679.3	AT1B3_HUMAN	P54709-1
NP_733765.1	NM_170665.3	AT2A2_HUMAN	P16615-1
XP_005253945.1	XM_005253888.2	AT2A2_HUMAN	P16615-3
XP_011536704.1	XM_011538402.2	AT2A2_HUMAN	P16615-3
NP_001672.1	NM_001681.3	AT2A2_HUMAN	P16615-2
NP_777615.1	NM_174955.2	AT2A3_HUMAN	Q93084-1
NP_777616.1	NM_174956.2	AT2A3_HUMAN	Q93084-3
NP_777618.1	NM_174958.2	AT2A3_HUMAN	Q93084-3
NP_005164.2	NM_005173.3	AT2A3_HUMAN	Q93084-2
NP_777613.1	NM_174953.2	AT2A3_HUMAN	Q93084-5
NP_777617.1	NM_174957.2	AT2A3_HUMAN	Q93084-4
NP_777614.1	NM_174954.2	AT2A3_HUMAN	Q93084-6
NP_001186108.1	NM_001199179.1	AT2C1_HUMAN	P98194-1
NP_001186110.1	NM_001199181.1	AT2C1_HUMAN	P98194-1
NP_055197.2	NM_014382.3	AT2C1_HUMAN	P98194-1
NP_001186112.1	NM_001199183.1	AT2C1_HUMAN	P98194-3
NP_001001485.1	NM_001001485.2	AT2C1_HUMAN	P98194-2
NP_001186114.1	NM_001199185.1	AT2C1_HUMAN	P98194-2
NP_001001487.1	NM_001001487.1	AT2C1_HUMAN	P98194-5
XP_016861653.1	XM_017006164.1	AT2C1_HUMAN	P98194-5
NP_001186113.1	NM_001199184.1	AT2C1_HUMAN	P98194-4
NP_001186109.1	NM_001199180.1	AT2C1_HUMAN	P98194-7
NP_001001486.1	NM_001001486.1	AT2C1_HUMAN	P98194-9
XP_005247412.1	XM_005247355.2	AT2C1_HUMAN	P98194-9
XP_005247413.1	XM_005247356.2	AT2C1_HUMAN	P98194-9
NP_001186111.1	NM_001199182.1	AT2C1_HUMAN	P98194-8
NP_001317960.1	NM_001331031.1	AT2L1_HUMAN	Q8TBG4-1
NP_001317961.1	NM_001331032.1	AT2L1_HUMAN	Q8TBG4-1
NP_001317962.1	NM_001331033.1	AT2L1_HUMAN	Q8TBG4-1
NP_112569.2	NM_031279.3	AT2L1_HUMAN	Q8TBG4-1
NP_001140099.1	NM_001146627.1	AT2L1_HUMAN	Q8TBG4-3
NP_001140062.1	NM_001146590.1	AT2L1_HUMAN	Q8TBG4-2
NP_001265275.1	NM_001278346.1	AT2L2_HUMAN	Q8IUZ5-1
NP_699204.1	NM_153373.3	AT2L2_HUMAN	Q8IUZ5-1
NP_001092143.1	NM_001098673.1	ATGA1_HUMAN	Q9BSB4-1
NP_068753.2	NM_021934.4	ATGA1_HUMAN	Q9BSB4-1
